target,MAE_mean,MAE_std,RMSE_mean,RMSE_std,R2_mean,R2_std,QWK_mean,QWK_std
fluency,0.48680526433318017,0.06970209232371578,0.6127065623867646,0.0934801744641201,0.08970799980035012,0.19980127618953875,0.19523852632610006,0.15908137022524227
grammar_formula,0.9305723683923972,0.2902055145030918,1.144705517745321,0.3180921354628771,-2.9348746908036683,3.422061100445966,0.38085155414621763,0.294486684325994
lexical,0.48513807009499743,0.12464585051720811,0.6132542600225878,0.1353678995162009,0.20250258675398172,0.41698072699553457,0.44879603561174425,0.2590968404587083
overall,0.38540232767415283,0.10762072906615647,0.4600646432019585,0.10350208262345488,0.35098132590221276,0.36533269759929515,0.5596737773769815,0.2706450983563896
pronunciation,0.5646047476777503,0.18525156876119733,0.6588731323307115,0.1939132042539546,-0.44982251901725834,0.86401223756945,0.2984452921522386,0.30204910739036195
